2,62b36821-46a4-43f5-ab6c-df2d9b8d9191,N
4,00dbd498-83a3-450e-8b91-10b17abbee38,Y
6,1c58f0b7-a592-413d-be7b-06c3f75ca101,Y
8,2f9fc5ef-08a4-424b-97a2-8e04a7a6ac31,Y
10,8f079a2e-343f-4abd-b1af-0278dc4c649e,N
12,4e3cfc10-5fe5-46e5-949d-6a960a561a8c,Y
14,9df5e5b3-b539-4a6b-9992-31bdb81143b7,Y
16,c95f15bb-823f-4ca4-b8e3-3c1aeced605d,Y
19,4ad1f145-25ca-462c-809d-587ed5adc4da,Y
21,ccb0afd3-e0f3-4e46-b0ff-1c35d1d10009,Y
23,23c84d52-8b1e-4903-a114-5aa434ad80f5,Y
25,ac11a3b4-0f80-4f0d-bfcc-ffe6d2f0889c,Y
26,b8ffee0f-69e2-40b5-a87d-72ceed4177b3,Y
28,755606de-7e0e-46a5-96cf-9a7c621adf4b,Y
30,86737f05-aff6-49fe-95e5-1b7360a39520,Y
31,cb4a67e9-2ba8-439f-9af3-c5eb79277a3c,Y
34,12694f27-3bf2-43db-a887-94a997fc74d2,Y
36,d3f699a4-8ac7-4ad8-bec5-020184a43110,N
38,d19266f1-0a31-4417-a201-c0a3a9ea9f75,Y
40,634dcaa9-fb8d-4e77-b1a2-406cb7a0b91e,Y
42,1c7892f5-4b9e-4945-8b55-98e5be44ef96,N
44,c79b0f6c-cf4a-48d7-9760-fad268067590,Y
46,61b9eb91-4fca-4e31-89d8-333ceb7e7534,Y
48,7b0d6bbc-30d1-4874-a0b5-d5161eb35407,Y
50,1e81bf69-4f47-452b-9c09-1c7bbfdf82c4,N
52,10b9962b-f9a0-4b7e-95a4-4cda30113c36,Y
54,c9d91f46-fc8f-497e-879f-3f17ad3459e6,Y
57,14c9bcc2-4dce-45ea-9248-cd210748713b,Y
59,5feaedec-07bc-44b5-8853-cc1a9bc98e46,Y
62,62e96345-b825-41cb-9b98-310c86ea2c45,N
65,928bbc94-6da8-4b58-9b4a-d3b6d296c0e3,N
67,944820a2-ca9e-4cc8-8bcb-d611039edfc7,Y
70,cf4504d9-217b-4dfc-bb55-7bf534725f9d,Y
72,1d8697b6-6459-4911-abed-9d42559c966e,Y
75,4e017d32-aa31-447b-ab0d-c22137466fc6,N
77,4f3a31e1-c1aa-4c7e-97af-088b1e84f2ee,N
79,748b5561-9243-467f-8dd4-6dd374fd28e4,Y
81,5bcb02e8-dbf8-4869-bed6-62ec8bfd6f26,N
83,74fe3272-c2e0-484a-82cd-a56be7160c5d,Y
85,459d450e-679f-439f-86e1-a8bd523fdd7b,Y
87,ed145569-dd02-47cd-996b-36ad24282543,N
89,5d20d364-0335-4dde-8057-673e27cdc362,N
91,f2387c82-925b-4c57-81aa-e837f061908e,N
93,f96e7839-8f60-4ce8-a7c7-44c4784aad71,N
95,006dc94f-eb1e-4ec9-a8a4-f53ced38c696,Y
97,85542f60-bc4a-4c1c-9477-6924245a0b31,N
99,1020d239-81df-464e-9d6a-8fb625719964,Y
101,983b2aab-2daf-4d34-a747-80e7c776e11c,Y
103,618c59b9-8ca2-4b00-9cdb-e3f804ef73d0,N
105,d64673ec-516a-4e2a-9e9c-0af03cd69038,N
107,9675eac7-8d6e-4e64-b027-ed954e652765,Y
108,b9679313-caef-4be3-a50d-c3b293311fb0,Y
110,ffd377a7-8884-4818-9e20-738fa22fc366,Y
112,5a90e08e-0c14-4896-8020-ac0fb2507fbf,N
114,86bf37a0-ae9e-4a01-bf11-0362c89ce571,Y
117,aa42907b-f3c8-4033-ab81-1d3c920d7fb9,N
119,70d02caa-51a0-4747-8249-e560f8224a47,N
121,408b7c75-a897-4771-be8c-d3be94efdc6d,Y
122,5a318375-a629-40c9-b266-9836c5066160,N
124,9c01e6fb-b50d-4ddf-a03e-274f1ff7a4be,Y
126,dcf3ae43-ed28-4b7b-a19f-0fe1e7bdf7a5,N
127,6485c350-751e-46ab-9321-46c9a02231b2,Y
129,4a3afe93-9be1-49b3-bfb1-f384a09dba88,Y
131,cccd4222-41d6-4564-9cf9-0a8e38175790,N
132,ba4b63aa-27e6-406b-a8e0-68ee94d0c286,Y
134,0fdf2f67-e71a-4581-bf43-2f2c2fed4e93,Y
136,d3281389-ad98-4966-b704-1b484e35baab,N
138,8cace00c-54e5-49b6-ada1-ff882c218bd5,Y
141,7ab144d2-c7ac-4855-bed4-71b4587a03af,N
142,300791a3-3dc1-4a76-85ca-663e8c35e1a3,N
144,d6fbfe0b-da54-4f72-bdcf-c05d8fd9f13a,Y
146,cb68b54e-133b-478f-8222-f5b37328a8b7,N
147,6f297e7a-3efe-4d21-88e0-251aea085138,N
149,1b0da53c-fe95-4a32-9fb9-848e21a34816,Y
151,21a0c0fc-f67c-40d1-87b2-7084a430da47,Y
153,cb317820-86c8-485e-bec1-7a28f567bf13,Y
155,448d38a8-1b7d-4be3-b212-0295903e9e3d,Y
157,82b7290e-14f6-4289-b019-60da2a048902,Y
159,1f9c4bb3-4098-432b-af11-f001ed5d8929,N
160,1008ef29-5e09-47ee-afb5-a19ff85e4858,N
162,5114345d-c9e2-4777-b7ec-f0afd9ff2caa,Y
